0, 0.0, 0.1
5, 0.0, 0.1
10, 0.0, 0.3
15, 0.0, 0.3
20, 0.0, 0.3
25, 0.0, 0.4
30, 0.0, 0.4
35, 0.0, 0.6
40, 0.0, 0.6
45, 0.0, 0.7
50, 0.0, 0.7
55, 0.0, 0.7
65, 0.0, 0.8
70, 0.0, 1.0
75, 0.0, 1.0
80, 0.0, 1.2
85, 0.0, 1.2
90, 0.0, 1.4
95, 0.0, 1.4
100, 0.0, 1.5
105, 0.0, 1.5
110, 0.0, 1.5
115, 0.0, 1.7
120, 0.0, 1.7
125, 0.0, 1.9
130, 0.0, 1.9
135, 0.0, 1.9
140, 0.0, 1.9
145, 0.0, 1.9
150, 0.0, 2.0
155, 0.0, 2.0
160, 0.0, 2.1
165, 0.0, 2.1
170, 0.0, 2.2
175, 0.0, 2.2
185, 0.0, 2.4
190, 0.0, 2.4
195, 0.0, 2.5
200, 0.0, 2.5
205, 0.0, 2.6
215, 0.0, 2.6
220, 0.0, 2.8
225, 0.0, 2.8
230, 0.0, 2.9
235, 0.0, 2.9
240, 0.0, 3.0
245, 0.0, 3.0
250, 0.0, 3.1
255, 0.0, 3.1
260, 0.0, 3.1
265, 0.0, 3.3
270, 0.0, 3.3
275, 0.0, 3.4
280, 0.0, 3.4
285, 0.0, 3.4
290, 0.0, 3.5
295, 0.0, 3.5
305, 0.0, 3.6
310, 0.0, 3.6
320, 0.0, 3.8
325, 0.0, 3.8
330, 0.0, 3.9
335, 0.0, 3.9
340, 0.0, 4.0
345, 0.0, 4.0
350, 0.0, 4.1
355, 0.0, 4.1
360, 0.0, 4.1
365, 0.0, 4.1
370, 0.0, 4.1
375, 0.0, 4.3
380, 0.0, 4.3
385, 0.0, 4.3
390, 0.0, 4.5
395, 0.0, 4.5
400, 0.0, 4.5
405, 0.0, 4.6
410, 0.0, 4.6
415, 0.0, 4.7
420, 0.0, 4.7
425, 0.0, 4.8
430, 0.0, 4.8
435, 0.0, 4.8
440, 0.0, 5.0
445, 0.0, 5.0
450, 0.0, 5.0
455, 0.0, 5.1
460, 0.0, 5.1
465, 0.0, 5.1
470, 0.0, 5.2
475, 0.0, 5.2
480, 0.0, 5.2
485, 0.0, 5.3
490, 0.0, 5.3
495, 0.0, 5.3
500, 0.0, 5.3
505, 0.0, 5.3
510, 0.0, 5.4
515, 0.0, 5.4
520, 0.0, 5.4
525, 0.0, 5.6
530, 0.0, 5.6
535, 0.0, 5.6
540, 0.0, 5.8
550, 0.0, 5.9
555, 0.0, 5.9
560, 0.0, 5.9
565, 0.0, 6.0
575, 0.0, 6.2
580, 0.0, 6.2
585, 0.0, 6.2
590, 0.0, 6.2
595, 0.0, 6.2
600, 0.0, 6.3
605, 0.0, 6.3
610, 0.0, 6.3
615, 0.0, 6.4
620, 0.0, 6.4
625, 0.0, 6.4
630, 0.0, 6.6
635, 0.0, 6.6
640, 0.0, 6.6
645, 0.0, 6.6
650, 0.0, 6.6
655, 0.0, 6.7
660, 0.0, 6.7
670, 0.0, 6.8
675, 0.0, 7.0
680, 0.0, 7.0
685, 0.0, 7.0
690, 0.0, 7.1
695, 0.0, 7.1
700, 0.0, 7.2
705, 0.0, 7.2
710, 0.0, 7.2
715, 0.0, 7.3
720, 0.0, 7.3
725, 0.0, 7.4
730, 0.0, 7.4
735, 0.0, 7.4
745, 0.0, 7.5
750, 0.0, 7.6
755, 0.0, 7.6
760, 0.0, 7.6
765, 0.0, 7.7
770, 0.0, 7.7
775, 0.0, 7.7
780, 0.0, 7.7
785, 0.0, 7.9
790, 0.0, 7.9
795, 0.0, 7.9
800, 0.0, 8.1
805, 0.0, 8.1
810, 0.0, 8.2
815, 0.0, 8.2
820, 0.0, 8.3
825, 0.0, 8.3
830, 0.0, 8.3
835, 0.0, 8.3
840, 0.0, 8.3
845, 0.0, 8.5
850, 0.0, 8.5
855, 0.0, 8.5
860, 0.0, 8.6
865, 0.0, 8.6
870, 0.0, 8.7
875, 0.0, 8.7
880, 0.0, 8.7
885, 0.0, 8.9
890, 0.0, 8.9
895, 0.0, 8.9
0, 
5, 
10, 
